sensor,psi,ks_stat,ks_pvalue,severity
sensor_323,0.3309464211574585,0.14354904493236353,0.00010596539691538544,significant
sensor_346,0.33019433436492257,0.198847800965264,1.2474897092344273e-08,significant
sensor_95,0.32893691925097895,0.13608864115287878,0.00028574890053910504,significant
sensor_89,0.3259850045731659,0.1483447760179457,5.803309968851972e-05,significant
sensor_280,0.3237339881825255,0.17744544898375364,5.765934663761574e-07,significant
sensor_430,0.32362495374025513,0.12190197811161724,0.0016602671892448672,significant
sensor_336,0.3222299417228767,0.1382604853510978,0.00021639666710822195,significant
sensor_459,0.31977825949356,0.12865882672829854,0.0007306481285430743,significant
sensor_281,0.3159236022573511,0.24847732988919852,3.3297452907342677e-13,significant
sensor_51,0.31473960538991713,0.11053973217320374,0.005729088376107827,significant
sensor_294,0.3129967944209113,0.11377540615865678,0.004074502437663712,significant
sensor_558,0.3113027030828522,0.23136768404595198,1.7240901123130926e-11,significant
sensor_484,0.31090179935368917,0.18153082727210929,2.97388346623229e-07,significant
sensor_446,0.3106069779103143,0.19923186731017617,1.2474894832232011e-08,significant
sensor_73,0.30823337801017614,0.19457548773026978,2.7811351008079347e-08,significant
sensor_39,0.30787428222752156,0.22113384542179315,1.383715225933569e-10,significant
sensor_390,0.3074200927406702,0.1547957310855823,2.2725568214050593e-05,significant
sensor_32,0.3046257191915517,0.16541363605465292,4.552412854817566e-06,significant
sensor_154,0.298606344660022,0.1249847053225478,0.0011853639605686017,significant
sensor_287,0.2939488131933658,0.20936034260077485,1.557589448087458e-09,significant
sensor_438,0.2929079276848251,0.23796478825368772,3.4289750237810627e-12,significant
sensor_311,0.28949432810312054,0.1322785670586636,0.0004910197479663361,significant
sensor_159,0.2879421361868488,0.11484263476310241,0.00362920306727824,significant
sensor_125,0.2871397694075204,0.240911562776154,1.9683131623851357e-12,significant
sensor_152,0.28545905160359725,0.2101828563659846,1.4825202886667007e-09,significant
sensor_202,0.2808952949972488,0.24313778804975872,1.1814828733247516e-12,significant
sensor_180,0.2789685993247748,0.16417306777241525,5.481866843539394e-06,significant
sensor_143,0.27812129573431094,0.2069641764665896,2.8506262205005946e-09,significant
sensor_269,0.275126301271258,0.1242301679015703,0.0012272157931970367,significant
sensor_316,0.2746509459038358,0.14705322547753386,6.814661131250841e-05,significant
sensor_138,0.27152334384311744,0.12095370810957784,0.001810779406385763,significant
sensor_128,0.2711216642816852,0.19083678879749844,6.090000267179282e-08,significant
sensor_208,0.2678829923734338,0.20498606484943233,3.790778169044741e-09,significant
sensor_12,0.266005528942017,0.09514309020460876,0.026655586037599134,significant
sensor_175,0.2652585648093939,0.21103595948609888,1.255071417175342e-09,significant
sensor_344,0.26308769317955666,0.20377948473931068,5.30205971938977e-09,significant
sensor_452,0.26296163510190707,0.1652165046563796,4.639846735139986e-06,significant
sensor_338,0.26264423906951323,0.22730609747807762,3.779639000299894e-11,significant
sensor_54,0.26253561337335557,0.1073448439942899,0.00797751550498786,significant
sensor_589,0.260809276947626,0.18567058663585073,1.5359797136929374e-07,significant
sensor_439,0.25808494306083557,0.20603290055060836,3.118485535772942e-09,significant
sensor_199,0.2577269316604305,0.1822377812521243,2.770722437047735e-07,significant
sensor_427,0.25666972502505786,0.1175990755217185,0.0027354172333165306,significant
sensor_472,0.256630936614269,0.14138059955135612,0.00014145747175971067,significant
sensor_66,0.2559340309390339,0.12226225273604786,0.0015661986181927318,significant
sensor_352,0.25373699237268993,0.16644687648698253,3.88279743474132e-06,significant
sensor_145,0.25363804599066464,0.12212969886479505,0.0015714472228571283,significant
sensor_302,0.25359749551541333,0.20191693290734827,6.767815766644085e-09,significant
sensor_105,0.25280729669935187,0.21119910271225611,1.232741089951321e-09,significant
sensor_444,0.2525560884531979,0.22397185779348794,8.645902392294122e-11,significant
sensor_411,0.2521083001284014,0.12198354972469572,0.0016160086032166365,significant
sensor_213,0.2515214444123224,0.21032220787166067,1.2990461303485194e-09,significant
sensor_351,0.25121759831326906,0.2124328733600706,8.551037486833524e-10,significant
sensor_167,0.2504475828970305,0.2039664196859493,4.547222865412255e-09,significant
sensor_471,0.25029720092424784,0.17370675005098235,1.1744321720042914e-06,significant
sensor_173,0.24762235583327602,0.22505268166678005,6.822599835530801e-11,moderate
sensor_270,0.24706848138469023,0.12209910950989045,0.0015763297647337022,moderate
sensor_87,0.24541933827231435,0.07306097478077633,0.1523049017485023,moderate
sensor_559,0.2429831980655169,0.11379240024471483,0.004074497498698658,moderate
sensor_176,0.24257170616284132,0.11733056896200122,0.0028678819163145846,moderate
sensor_63,0.2413220864703139,0.11699408605805184,0.0028699814295830716,moderate
sensor_407,0.2402141683898934,0.08421589286928155,0.06724552412338679,moderate
